Name,Address,Address2,City,State,Zip,County,Lat,Long
GREEN RANCHO MARKET,N 837 WILMINGTON BLVD,0,WILMINGTON,CA,90744, LOS ANGELES,33.780499,-118.27475
SMART & FINAL #308,W 160 WILLOW ST,0,POMONA,CA,91768, LOS ANGELES,34.078583,-117.75382
SMART & FINAL #309,E 11460 WASHINGTON BLVD,0,WHITTIER,CA,90606, LOS ANGELES,33.971322,-118.0689
SMART & FINAL #310, 1216 COMPTON AVE,0,LOS ANGELES,CA,90021, LOS ANGELES,34.027644,-118.24177
SMART & FINAL #311, 15930 BELLFLOWER BLVD,0,BELLFLOWER,CA,90706, LOS ANGELES,33.888402,-118.12438
SMART & FINAL #319,E 5029 FLORENCE AVE,0,BELL,CA,90201, LOS ANGELES,33.971926,-118.2027
SMART & FINAL #325, 10935 FIRESTONE BLVD,0,NORWALK,CA,90650, LOS ANGELES,33.923293,-118.10006
SMART & FINAL #337,S 8137 VERMONT AVE,0,LOS ANGELES,CA,90044, LOS ANGELES,33.964697,-118.29217
SMART & FINAL #341,E 1125 EL SEGUNDO BLVD,0,LOS ANGELES,CA,90059, LOS ANGELES,33.916363,-118.25502
SMART & FINAL #345,E 2308 4TH ST,0,LOS ANGELES,CA,90033, LOS ANGELES,34.040663,-118.21299
SMART & FINAL #349, 7815 VAN NUYS BLVD,0,VAN NUYS,CA,91402, LOS ANGELES,34.212703,-118.44986
SMART & FINAL #363,N 939 WESTERN AVE,0,LOS ANGELES,CA,90029, LOS ANGELES,34.087891,-118.30963
SMART & FINAL #364,W 2949 PICO BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.047565,-118.30479
SMART & FINAL #366,S 10100 CRENSHAW BLVD,0,INGLEWOOD,CA,90303, LOS ANGELES,33.938446,-118.32654
SMART & FINAL #369, 20410 SUSANA RD,0,CARSON,CA,90810, LOS ANGELES,33.846469,-118.20679
SMART & FINAL #372, 10893 SAN FERNANDO RD,0,PACOIMA,CA,91331, LOS ANGELES,34.267883,-118.42462
SMART & FINAL #373, 11110 RAMONA BLVD,0,EL MONTE,CA,91731, LOS ANGELES,34.07286,-118.03154
SMART & FINAL #413, 6060 FIGUEROA ST,0,HIGHLAND PARK,CA,90042, LOS ANGELES,34.111786,-118.18834
SMART & FINAL #440, 1320 ATLANTIC AVE,0,LONG BEACH,CA,90813, LOS ANGELES,33.783155,-118.18445
SMART & FINAL #456,S 3607 VERMONT AVE,0,LOS ANGELES,CA,90007, LOS ANGELES,34.022657,-118.29224
SMART & FINAL #457, 1575 CENTINELA AVE,0,INGLEWOOD,CA,90302, LOS ANGELES,33.976629,-118.3663
SMART & FINAL #459, 2720 BEVERLY BLVD,0,LOS ANGELES,CA,90057, LOS ANGELES,34.070287,-118.27865
SMART & FINAL #470, 2929 CRENSHAW BLVD,0,LOS ANGELES,CA,90016, LOS ANGELES,34.028185,-118.33546
SMART & FINAL #481, 3123 BALDWIN PARK BLVD,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.070313,-117.97948
SMART & FINAL #487,W 1550 REDONDO BEACH BLVD,0,GARDENA,CA,90247, LOS ANGELES,33.889783,-118.30357
SMART & FINAL #522,N 855 WILCOX AVE,0,MONTEBELLO,CA,90640, LOS ANGELES,34.031436,-118.1261
B & N MARKET, 4560 DURFEE AVE,0,PICO RIVERA,CA,90660, LOS ANGELES,34.006473,-118.07683
SABREENA NUTRITION,E 1441 7TH ST, STE C,LONG BEACH,CA,90813, LOS ANGELES,33.77564,-118.17334
FOUNTAIN MINI MARKET, 4878 FOUNTAIN AVE,0,LOS ANGELES,CA,90029, LOS ANGELES,34.095394,-118.29576
NORTHGATE MARKET #04,E 9101 TELEGRAPH RD,0,PICO RIVERA,CA,90660, LOS ANGELES,33.959884,-118.10847
NORTHGATE MARKET #06,N 831 HACIENDA BLVD,0,LA PUENTE,CA,91744, LOS ANGELES,34.034357,-117.95031
NORTHGATE MARKET #10, 6801 ATLANTIC AVE,0,BELL,CA,90201, LOS ANGELES,33.974263,-118.18823
NORTHGATE MARKET #12, 2120 PACIFIC AVE,0,LONG BEACH,CA,90806, LOS ANGELES,33.795914,-118.19313
NORTHGATE MARKET #17, 16259 PARAMOUNT BLVD,0,PARAMOUNT,CA,90723, LOS ANGELES,33.88663,-118.16089
NORTHGATE MARKET #20, 3828 PECK RD,0,EL MONTE,CA,91732, LOS ANGELES,34.075062,-118.02132
NORTHGATE MARKET #22,W 1320 FRANCISQUITO AVE,0,WEST COVINA,CA,91790, LOS ANGELES,34.052631,-117.95443
NORTHGATE MARKET #24,E 11660 FIRESTONE BLVD,0,NORWALK,CA,90650, LOS ANGELES,33.913162,-118.08416
NORTHGATE MARKET #25,W 3930 ROSECRANS AVE,0,HAWTHORNE,CA,90250, LOS ANGELES,33.900582,-118.34349
SMART & FINAL #322,S 332 PACIFIC COAST HWY,0,REDONDO BEACH,CA,90277, LOS ANGELES,33.836947,-118.38492
SMART & FINAL #332, 604 LINCOLN BLVD,0,VENICE,CA,90291, LOS ANGELES,33.999888,-118.46484
SMART & FINAL #477, 16847 VENTURA BLVD,0,ENCINO,CA,91316, LOS ANGELES,34.159302,-118.5013
SMART & FINAL #324, 22631 VENTURA BLVD,0,WOODLAND HILLS,CA,91364, LOS ANGELES,34.166892,-118.62058
SMART & FINAL #528, 10340 MASON AVE,0,CHATSWORTH,CA,91311, LOS ANGELES,34.258499,-118.57889
SMART & FINAL #414, 6555 FOOTHILL BLVD,0,TUJUNGA,CA,91042, LOS ANGELES,34.245979,-118.27508
SMART & FINAL #460, 16210 DEVONSHIRE ST,0,GRANADA HILLS,CA,91344, LOS ANGELES,34.257414,-118.48559
SMART & FINAL #483, 28207 NEWHALL RANCH RD,0,VALENCIA,CA,91354, LOS ANGELES,34.441337,-118.57233
SMART & FINAL #468, 23640 LYONS AVE, STE B,SANTA CLARITA,CA,91321, LOS ANGELES,34.377963,-118.54732
SMART & FINAL #304,N 210 VERDUGO RD,0,GLENDALE,CA,91206, LOS ANGELES,34.148519,-118.23566
HOLMES MEAT MARKET, 6525 HOLMES AVE,0,LOS ANGELES,CA,90001, LOS ANGELES,33.979742,-118.2416
SMART & FINAL #472, 18204 GALE AVE,0,CITY OF INDUSTRY,CA,91748, LOS ANGELES,33.994957,-117.90754
SMART & FINAL #314,E 266 HUNTINGTON DR,0,MONROVIA,CA,91016, LOS ANGELES,34.140202,-117.99583
SMART & FINAL #485,E 3299 COLORADO BLVD,0,PASADENA,CA,91107, LOS ANGELES,34.146754,-118.0833
SMART & FINAL #370,N 401 FAIR OAKS AVE,0,PASADENA,CA,91103, LOS ANGELES,34.152637,-118.15143
SMART & FINAL #321,E 725 MAIN ST,0,ALHAMBRA,CA,91801, LOS ANGELES,34.098581,-118.11969
SMART & FINAL #367,N 114 AZUSA AVE,0,COVINA,CA,91722, LOS ANGELES,34.08683,-117.90659
SMART & FINAL #395,W 11221 PICO BLVD,0,LOS ANGELES,CA,90064, LOS ANGELES,34.035609,-118.43783
SMART & FINAL #478,S 1835 LA CIENEGA BLVD,0,LOS ANGELES,CA,90035, LOS ANGELES,34.043562,-118.3766
SMART & FINAL #374,N 6601 LAUREL CANYON BLVD,0,NORTH HOLLYWOOD,CA,91606, LOS ANGELES,34.190304,-118.39651
SMART & FINAL #474, 1041 FULLER AVE,0,WEST HOLLYWOOD,CA,90046, LOS ANGELES,34.090057,-118.34983
SMART & FINAL #306,S 28500 WESTERN AVE,0,RANCHO PALOS VERDES,CA,90275, LOS ANGELES,33.760863,-118.31163
SMART & FINAL #348,N 21600 VERMONT AVE,0,TORRANCE,CA,90502, LOS ANGELES,33.833249,-118.29028
SMART & FINAL #458, 2775 PACIFIC COAST HWY,0,TORRANCE,CA,90505, LOS ANGELES,33.793492,-118.33511
SMART & FINAL #301, 1755 XIMENO AVE,0,LONG BEACH,CA,90815, LOS ANGELES,33.789046,-118.1394
SMART & FINAL #529, 15205 HAWTHORNE BLVD,0,LAWNDALE,CA,90260, LOS ANGELES,33.893221,-118.35333
SMART & FINAL #371, 5555 WILSHIRE BLVD,0,LOS ANGELES,CA,90036, LOS ANGELES,34.062699,-118.34973
SMART & FINAL #315, 12210 SANTA MONICA BLVD,0,WEST LOS ANGELES,CA,90025, LOS ANGELES,34.040003,-118.46464
SMART & FINAL #330, 10113 VENICE BLVD,0,LOS ANGELES,CA,90034, LOS ANGELES,34.022683,-118.40066
NORTHGATE MARKET #23,W 307 PACIFIC COAST HWY,0,WILMINGTON,CA,90744, LOS ANGELES,33.792257,-118.26644
SUPER BARGAIN MARKET,S 10900 MAIN ST,0,LOS ANGELES,CA,90061, LOS ANGELES,33.937256,-118.27355
MARINA TRES MARKET, 501 ECHANDIA ST,0,LOS ANGELES,CA,90033, LOS ANGELES,34.052062,-118.21886
LA BODEGA #3,S 2715 WESTERN AVE, STE D,LOS ANGELES,CA,90018, LOS ANGELES,34.030405,-118.30929
LA CACHANILLA,W 615 MISSION BLVD,0,POMONA,CA,91766, LOS ANGELES,34.055242,-117.75596
SUPER VALUE EXPRESS MARKET, 6118 WHITTIER BLVD,0,LOS ANGELES,CA,90022, LOS ANGELES,34.016651,-118.13949
VALUE + EXPRESS MARKET #1,W 945 PACIFIC COAST HWY,0,WILMINGTON,CA,90744, LOS ANGELES,33.790557,-118.27453
VALUE + EXPRESS MARKET #2,S 1110 PACIFIC AVE,0,SAN PEDRO,CA,90731, LOS ANGELES,33.734376,-118.2879
C & J MINI MART, 11228 WILMINGTON AVE,0,LOS ANGELES,CA,90059, LOS ANGELES,33.932622,-118.23875
SC LA 99 CENT MARKET, 3110-3118 MAPLE AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,34.023854,-118.26516
LA FLOR DE MICHOACAN BAKERY, 7045 SOMERSET BLVD,0,PARAMOUNT,CA,90723, LOS ANGELES,33.896603,-118.17597
99 CENT MARKET MATAMOROS, 5859 COMPTON AVE,0,LOS ANGELES,CA,90001, LOS ANGELES,33.988356,-118.24823
LA FORTUNA MEAT MARKET,S 3200 CENTRAL AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,34.014381,-118.25619
MERCADO MEXICO,E 3554 WHITTIER BLVD,0,WHITTIER,CA,90023, LOS ANGELES,34.02568,-118.19711
NORWOOD MARKET, 5070 HOLLYWOOD BLVD,0,LOS ANGELES,CA,90027, LOS ANGELES,34.10157,-118.30026
CIRCLE H MARKETS,N 3131 SAN FERNANDO RD,0,LOS ANGELES,CA,90065, LOS ANGELES,34.115644,-118.2466
CIRCLE H MARKETS,W 2511 SUNSET BLVD,0,LOS ANGELES,CA,90026, LOS ANGELES,34.079985,-118.26927
EL RANCHO MARKET, 960 VINE ST,0,LOS ANGELES,CA,90038, LOS ANGELES,34.088515,-118.32662
CANDELARIO'S MARKET,E 580 LA VERNE AVE,0,POMONA,CA,91767, LOS ANGELES,34.080204,-117.74172
VILLA GUERRERO MARKET,W 401 ROSECRANS AVE,0,COMPTON,CA,90222, LOS ANGELES,33.903545,-118.2302
THE NEW COUNTRY STORE,E 458 DUARTE RD,0,MONROVIA,CA,91016, LOS ANGELES,34.132204,-117.99294
GAGE STORE, 3663 GAGE AVE,0,BELL,CA,90201, LOS ANGELES,33.979673,-118.1997
EL MERCADO DEL PUEBLO, 12760 RAMONA BLVD,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.078328,-117.99364
TARGET STORE T-2350,E 38019 47TH ST,0,PALMDALE,CA,93552, LOS ANGELES,34.572999,-118.04498
AMIGO'S MARKET,E 1100 10TH ST,0,LONG BEACH,CA,90813, LOS ANGELES,33.778754,-118.17884
DERIAN FOODS,W 121 WHITTIER BLVD,0,MONTEBELLO,CA,90640, LOS ANGELES,34.008623,-118.10142
DURANGO PRODUCE MARKET, 5419 VENICE BLVD,0,LOS ANGELES,CA,90019, LOS ANGELES,34.044263,-118.35754
PAVILIONS #2739, 8969 SANTA MONICA BLVD,0,WEST HOLLYWOOD,CA,90069, LOS ANGELES,34.083696,-118.3868
SUPERIOR GROCERS #135,S 2000 CENTRAL AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,34.022963,-118.25143
EL SUPER #21, 14601 LAKEWOOD BLVD, STE B,PARAMOUNT,CA,90723, LOS ANGELES,33.900673,-118.1447
BAJA RANCH MARKET #3,S 425 CITRUS AVE,0,COVINA,CA,91723, LOS ANGELES,34.081631,-117.89012
JIMENEZ MARKET, 1670 INDIAN HILL BLVD,0,POMONA,CA,91762, LOS ANGELES,34.075479,-117.71923
SMART & FINAL #428,W 1855 GLENOAKS BLVD,0,GLENDALE,CA,91201, LOS ANGELES,34.17466,-118.2923
SMART & FINAL #511, 2511 DALY ST,0,LINCOLN HEIGHTS,CA,90031, LOS ANGELES,34.075464,-118.21655
SUPER A FOODS #01, 5595 ROSEMEAD BLVD,0,TEMPLE CITY,CA,91780, LOS ANGELES,34.101226,-118.07502
MOMMY'S NUTRITIONAL CENTER #13,W 1644 CARSON ST, STE D,TORRANCE,CA,90501, LOS ANGELES,33.831001,-118.30777
MOMMY'S NUTRITIONAL CENTER #11, 4455 117TH ST, STE 102,HAWTHORNE,CA,90250, LOS ANGELES,33.92866,-118.35394
MOMMY'S NUTRITIONAL CENTER #12,S 271 & 273 ATLANTIC BLVD, STE B & A,LOS ANGELES,CA,90022, LOS ANGELES,34.03291,-118.15411
SMART & FINAL #471,W 3708 BURBANK BLVD,0,BURBANK,CA,91505, LOS ANGELES,34.174216,-118.35066
SMART & FINAL #512, 7224 MASON AVE,0,WINNETKA,CA,91306, LOS ANGELES,34.202008,-118.57889
DON PANCHITO MINI MARKET,S 6015 AVALON BLVD,0,LOS ANGELES,CA,90003, LOS ANGELES,33.985052,-118.26517
TIENDA LATINA MARKET,S 10333 INGLEWOOD BLVD,0,LENNOX,CA,90304, LOS ANGELES,33.942399,-118.36134
DOLLAR DISCOUNT, 5464 SANTA MONICA BLVD,0,LOS ANGELES,CA,90029, LOS ANGELES,34.090617,-118.30835
GOLD STRIKE MARKET,N 412 PARK AVE,0,POMONA,CA,91768, LOS ANGELES,34.061615,-117.75465
ARLINGTON COMMUNITY MARKET, 3798 ARLINGTON AVE,0,LOS ANGELES,CA,90018, LOS ANGELES,34.018506,-118.31772
B & B NUTRITION, 7008 SANTA FE AVE,0,HUNTINGTON PARK,CA,90255, LOS ANGELES,33.975764,-118.23023
RANCHO LATINO SUPERMARKET, 3474 TWEEDY BLVD,0,SOUTH GATE,CA,90280, LOS ANGELES,33.944215,-118.20788
MICHOACAN MEAT MARKET, 5137 COMPTON AVE,0,LOS ANGELES,CA,90011, LOS ANGELES,33.995918,-118.24799
VILLALOBOS MEAT MARKET, 5244 SANTA MONICA BLVD,0,LOS ANGELES,CA,90029, LOS ANGELES,34.090796,-118.30473
TARGET STORE T-1306,S 3535 LA CIENEGA BLVD,0,LOS ANGELES,CA,90016, LOS ANGELES,34.023407,-118.37379
TARGET STORE T-2632, 6000 SEPULVEDA BLVD,0,CULVER CITY,CA,90230, LOS ANGELES,33.985362,-118.39568
TARGET STORE T-1425, 8800 WHITTIER BLVD,0,PICO RIVERA,CA,90660, LOS ANGELES,34.001059,-118.08447
TARGET STORE T-0290, 2169 REDONDO BEACH BLVD,0,GARDENA,CA,90247, LOS ANGELES,33.886983,-118.3161
TARGET STORE T-1362,W 1800 EMPIRE AVE,0,BURBANK,CA,91504, LOS ANGELES,34.191807,-118.32985
AZTECA 99 CENT PLUS,E 1662 1/2 41ST ST,0,LOS ANGELES,CA,90011, LOS ANGELES,34.008176,-118.244
LA FIESTA MARKET,S 5957 SAN PEDRO ST,0,LOS ANGELES,CA,90003, LOS ANGELES,33.985866,-118.26973
VALUE + EXPRESS MARKET, 2195 PACIFIC AVE,0,LONG BEACH,CA,90806, LOS ANGELES,33.797045,-118.19378
GREEN DAIRY,S 6400 WESTERN AVE,0,LOS ANGELES,CA,90047, LOS ANGELES,33.981148,-118.30846
SANTANA MARKET,S 7724 MAIN ST,0,LOS ANGELES,CA,90003, LOS ANGELES,33.969039,-118.27366
PALMS SUPERMARKET, 3568 MOTOR AVE,0,LOS ANGELES,CA,90034, LOS ANGELES,34.025171,-118.40723
NORTHGATE MARKET #33,W 2323 OLYMPIC BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.052802,-118.28269
AMIGO'S MARKET,W 2609 TEMPLE ST,0,LOS ANGELES,CA,90026, LOS ANGELES,34.072657,-118.2752
LA BLANQUITA SUPERMARKET,E 13810 LOS ANGELES ST,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.092151,-117.97316
VERNON COMMUNITY MARKET,S 4375 VAN NESS AVE,0,LOS ANGELES,CA,90062, LOS ANGELES,34.004035,-118.31711
OK MARKET & PERFUME OIL,S 1141 MYRTLE AVE,0,INGLEWOOD,CA,90301, LOS ANGELES,33.947422,-118.34936
TARGET STORE T-2424, 6750 CHERRY AVE,0,LONG BEACH,CA,90805, LOS ANGELES,33.877324,-118.16618
SUPER FARMS MARKET,W 1500 PICO BLVD,0,LOS ANGELES,CA,90015, LOS ANGELES,34.043553,-118.27523
TARGET STORE T-2280,W 2700 120TH ST,0,HAWTHORNE,CA,90250, LOS ANGELES,33.922448,-118.32149
TARGET STORE T-0199,N 1200 SEPULVEDA BLVD,0,MANHATTAN BEACH,CA,90266, LOS ANGELES,33.888454,-118.39434
TARGET STORE T-2328,W 651 SEPULVEDA BLVD,0,CARSON,CA,90745, LOS ANGELES,33.809982,-118.28618
TARGET STORE T-2470,N 1701 GAFFEY ST,0,SAN PEDRO,CA,90731, LOS ANGELES,33.760443,-118.29393
NEIGHBOR MARKET,E 2430 ALONDRA BLVD,0,COMPTON,CA,90221, LOS ANGELES,33.888748,-118.19702
TED'S QUALITY MARKET, 2514 DURFEE AVE,0,EL MONTE,CA,91732, LOS ANGELES,34.052042,-118.02136
TARGET STORE T-1408, 2626 COLORADO BLVD,0,LOS ANGELES,CA,90041, LOS ANGELES,34.141326,-118.22391
LA SIMPATIA MEAT MARKET, 1312 DUARTE RD,0,DUARTE,CA,91010, LOS ANGELES,34.132202,-117.97698
LA ESTRELLA MEAT MARKET, 7825 STATE ST,0,HUNTINGTON PARK,CA,90255, LOS ANGELES,33.966396,-118.21045
GARNI FOOD MARKET, 7073 FOOTHILL BLVD,0,TUJUNGA,CA,91042, LOS ANGELES,34.248006,-118.28574
ARIEL GLATT KOSHER MARKET,N 304 LA BREA AVE,0,LOS ANGELES,CA,90036, LOS ANGELES,34.076784,-118.34404
LA CAMPANITA MEAT MARKET,W 1653 WASHINGTON BLVD,0,LOS ANGELES,CA,90007, LOS ANGELES,34.039993,-118.29328
DAILY BREAD NUTRITION,E 2744 10TH ST,0,LONG BEACH,CA,90804, LOS ANGELES,33.778966,-118.15934
MOM AND BABY NUTRITION STORE,E 710 GARVEY AVE, STE A,MONTEREY PARK,CA,91755, LOS ANGELES,34.062261,-118.11261
VALLEY NUTRITION, 13076 VAN NUYS BLVD,0,PACOIMA,CA,91331, LOS ANGELES,34.269085,-118.41798
MOMMY'S NUTRITIONAL CENTER #14, 700 FAIRPLEX DR,0,POMONA,CA,91768, LOS ANGELES,34.06253,-117.78755
OCCIDENTAL LIQUOR, 2755 BEVERLY BLVD,0,LOS ANGELES,CA,90057, LOS ANGELES,34.070446,-118.27902
WAL-MART SUPERCENTER #2292,N 1275 AZUSA AVE,0,COVINA,CA,91722, LOS ANGELES,34.103586,-117.9094
WAL-MART SUPERCENTER #2251, 17150 GALE AVE,0,CITY OF INDUSTRY,CA,91745, LOS ANGELES,33.998901,-117.9321
WAL-MART SUPERCENTER #2948, 13310 TELEGRAPH RD,0,SANTA FE SPRINGS,CA,90670, LOS ANGELES,33.940615,-118.04971
WAL-MART SUPERCENTER #2609, 2770 CARSON ST,0,LAKEWOOD,CA,90712, LOS ANGELES,33.830978,-118.15875
WAL-MART SUPERCENTER #3477, 7250 CARSON BLVD,0,LONG BEACH,CA,90808, LOS ANGELES,33.829601,-118.09127
WAL-MART SUPERCENTER #5162, 27931 KELLY JOHNSON PKWY,0,SANTA CLARITA,CA,91355, LOS ANGELES,34.444142,-118.57707
WAL-MART SUPERCENTER #2526, 19821 RINALDI ST,0,PORTER RANCH,CA,91326, LOS ANGELES,34.276916,-118.56691
1$ MART,E 1931 7TH ST,0,LONG BEACH,CA,90813, LOS ANGELES,33.775341,-118.16797
JR MARKET DISCOUNT,S 8322 AVALON BLVD,0,LOS ANGELES,CA,90003, LOS ANGELES,33.963534,-118.26512
TARGET STORE T-1884, 7100 SANTA MONICA BLVD,0,WEST HOLLYWOOD,CA,90046, LOS ANGELES,34.089245,-118.3441
TARGET STORE T-1980, 1601 KINGSDALE AVE,0,REDONDO BEACH,CA,90278, LOS ANGELES,33.866194,-118.35594
TARGET STORE T-0190, 5700 FIRESTONE BLVD,0,SOUTH GATE,CA,90280, LOS ANGELES,33.948309,-118.16763
TARGET STORE T-1424, 12501 IMPERIAL HWY,0,NORWALK,CA,90650, LOS ANGELES,33.918117,-118.06557
TARGET STORE T-2019, 15614 WHITTWOOD LN,0,WHITTIER,CA,90603, LOS ANGELES,33.943191,-117.99611
TARGET STORE T-0198, 10820 JEFFERSON BLVD,0,CULVER CITY,CA,90230, LOS ANGELES,34.001218,-118.39486
MERCADO LA CACHANILLA,N 246 AZUSA AVE,0,AZUSA,CA,91702, LOS ANGELES,34.126007,-117.90721
RODRIGUEZ MINI MKT & 99 CENTS,S 8252 MAIN ST,0,LOS ANGELES,CA,90003, LOS ANGELES,33.964442,-118.27388
ALONDRA MINI MARKET,S 3765 WESTERN AVE,0,LOS ANGELES,CA,90018, LOS ANGELES,34.018812,-118.30912
Q & M MARKET,E 853 91ST ST,0,LOS ANGELES,CA,90002, LOS ANGELES,33.95404,-118.25891
C & M MARKET,N 601 BREED ST,0,LOS ANGELES,CA,90033, LOS ANGELES,34.05149,-118.20683
T & J MARKET,W 1437 11TH ST,0,LOS ANGELES,CA,90015, LOS ANGELES,34.046561,-118.27254
EL MIGUELENO MINI MARKET,W 2688 PICO BLVD,0,LOS ANGELES,CA,90006, LOS ANGELES,34.047226,-118.29717
VICTORIA MARKET,S 11149 VERMONT ST,0,LOS ANGELES,CA,90044, LOS ANGELES,33.933728,-118.29192
MOMMY'S NUTRITIONAL CENTER #15,N 603 AZUSA AVE,0,AZUSA,CA,91702, LOS ANGELES,34.131721,-117.90752
MOMMY'S NUTRITIONAL CENTER,E 125 ANAHEIM ST, STE F  G  H,WILMINGTON,CA,90744, LOS ANGELES,33.780034,-118.2614
FARMER MART, 8202 PEARBLOSSOM HWY,0,LITTLEROCK,CA,93543, LOS ANGELES,34.520823,-117.98331
SUNSHINE MARKET, 8801 NORWALK BLVD,0,WHITTIER,CA,90606, LOS ANGELES,33.961293,-118.07102
TARGET STORE T-0226, 2462 FOOTHILL BLVD,0,LA VERNE,CA,91750, LOS ANGELES,34.109734,-117.75968
TARGET STORE T-1028,E 2831 LAND CENTER DR,0,WEST COVINA,CA,91791, LOS ANGELES,34.073159,-117.883
TARGET STORE T-2147,S 2370 AZUSA AVE,0,WEST COVINA,CA,91792, LOS ANGELES,34.033481,-117.91137
TARGET STORE T-2307, 2195 GLENDALE GALLERIA WAY,0,GLENDALE,CA,91210, LOS ANGELES,34.144763,-118.25972
TARGET STORE T-0195,N 2270 BELLFLOWER BLVD,0,LONG BEACH,CA,90815, LOS ANGELES,33.798196,-118.12273
TARGET STORE T-2026,S 20700 AVALON BLVD,0,CARSON,CA,90746, LOS ANGELES,33.885758,-118.2652
WHITTIER RANCH MARKET,E 10722 BEVERLY BLVD, STE J,WHITTIER,CA,90601, LOS ANGELES,33.999318,-118.05652
CARNICERIA DE GUADALAJARA, 7876 SEVILLE AVE,0,HUNTINGTON PARK,CA,90255, LOS ANGELES,33.966585,-118.22239
LA VENADITA MEAT MARKET #1,S 22035 MAIN ST,0,CARSON,CA,90745, LOS ANGELES,33.826706,-118.27721
ZOHRA DISCOUNT,E 201 ARTESIA BLVD,0,LONG BEACH,CA,90805, LOS ANGELES,33.874551,-118.20034
TARGET STORE T-1411, 3600 ROSEMEAD BLVD,0,ROSEMEAD,CA,91770, LOS ANGELES,34.074606,-118.07019
TARGET STORE T-0227, 10621 CARMENITA RD,0,SANTA FE SPRINGS,CA,90670, LOS ANGELES,33.937763,-118.04825
TARGET STORE T-1309, 14920 RAYMER ST,0,VAN NUYS,CA,91405, LOS ANGELES,34.212508,-118.46121
TARGET STORE T-0228, 6635 FALLBROOK AVE,0,WEST HILLS,CA,91307, LOS ANGELES,34.19074,-118.62686
TARGET STORE T-1033, 3100 BALDWIN PARK BLVD,0,BALDWIN PARK,CA,91706, LOS ANGELES,34.069716,-117.97719
TARGET STORE T-0222, 17751 COLIMA RD,0,ROWLAND HEIGHTS,CA,91748, LOS ANGELES,33.991523,-117.91874
TODO BARATO 99 CENT PLUS,W 1901 8TH ST, STE A,LOS ANGELES,CA,90057, LOS ANGELES,34.054458,-118.27557
FRANK'S LIQUOR STORE,E 5742 BEVERLY BLVD,0,LOS ANGELES,CA,90022, LOS ANGELES,34.026404,-118.14418
DISCOUNT MARKET,W 4233 CENTURY BLVD, STE 17,INGLEWOOD,CA,90304, LOS ANGELES,33.945891,-118.34976
EL REY SUPERMARKET,S 11200 ATLANTIC BLVD,0,LYNWOOD,CA,90262, LOS ANGELES,33.925507,-118.18558
SUPERIOR GROCERS #133,E 1010 AVENUE J,0,LANCASTER,CA,90703, LOS ANGELES,34.688425,-118.11162
SUPERIOR GROCERS #137,E 38360 20TH ST,0,PALMDALE,CA,93550, LOS ANGELES,34.578738,-118.09401
LAGUNA MARKET,W 2125 6TH ST,0,LOS ANGELES,CA,90057, LOS ANGELES,34.059789,-118.27546
TARGET STORE T-0289, 20200 BLOOMFIELD AVE,0,CERRITOS,CA,90703, LOS ANGELES,33.847447,-118.06176
TARGET STORE T-1305,E 11525 SOUTH ST,0,CERRITOS,CA,90703, LOS ANGELES,33.858472,-118.08801
TARGET STORE T-1409, 141 LAKEWOOD CENTER MALL,0,LAKEWOOD,CA,90712, LOS ANGELES,33.852585,-118.14051
TARGET STORE T-1329,W 3471 CENTURY BLVD,0,INGLEWOOD,CA,90303, LOS ANGELES,33.947295,-118.33317
TARGET STORE T-0288, 20801 VENTURA BLVD,0,WOODLAND HILLS,CA,91364, LOS ANGELES,34.167235,-118.58505
TARGET STORE T-2329, 11133 BALBOA BLVD,0,GRANADA HILLS,CA,91344, LOS ANGELES,34.272647,-118.5022
TARGET STORE T-0299, 8840 CORBIN AVE,0,NORTHRIDGE,CA,91324, LOS ANGELES,34.230963,-118.56075
TARGET STORE T-2143, 6700 TOPANGA CANYON BLVD,0,CANOGA PARK,CA,91303, LOS ANGELES,34.191843,-118.60258
TARGET STORE T-1332, 3121 COLORADO BLVD,0,PASADENA,CA,91107, LOS ANGELES,34.146201,-118.0857
TARGET STORE T-0883,E 777 COLORADO BLVD,0,PASADENA,CA,91101, LOS ANGELES,34.146821,-118.13452
TARGET STORE T-0294, 11051 VICTORY BLVD,0,NORTH HOLLYWOOD,CA,91606, LOS ANGELES,34.188117,-118.37135
TARGET STORE T-0767,W 888 ARROW HWY,0,SAN DIMAS,CA,91773, LOS ANGELES,34.104392,-117.82347
TARGET STORE T-2627,N 809 AZUSA AVE,0,AZUSA,CA,91702, LOS ANGELES,34.135734,-117.90788
TARGET STORE T-0302, 1050 HUNTINGTON DR,0,DUARTE,CA,91010, LOS ANGELES,34.139751,-117.96705
EL SUPER #27, 3211 FIRESTONE BLVD,0,SOUTH GATE,CA,90280, LOS ANGELES,33.955807,-118.21268
VALLEY NUTRITION, 13627 VAN NUYS BLVD,0,PACOIMA,CA,91331, LOS ANGELES,34.260881,-118.42983
