OSHPD_ID,FACILITY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,HYPERLINK TO ATLAS,LONGITUDE,LATITUDE
406196155,"FOUR SEASONS QUALITY HOME HEALTH, INC.",4201 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,03/23/2000,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196155,-118.319341,34.061859
406196162,"AMERICAN EMPIRE HOME HEALTH CARE SERVICES, INC.",538 E SAN BERNARDINO RD,COVINA,91723,19,LOS ANGELES,Not Applicable,,Open,11/08/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196162,-117.8803141,34.0908365
406196170,"G.T.S. HOME HEALTH SERVICES, INC",13363 SATICOY ST,NO. HOLLYWOOD,91605,19,LOS ANGELES,Not Applicable,,Open,10/06/2000,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196170,-118.4244349,34.20898017
406196172,"HOME HEALTH SERVICES OF CALIFORNIA, INC.",2140 W OLYMPIC BLVD,LOS ANGELES,90006,19,LOS ANGELES,Not Applicable,,Open,05/30/2000,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196172,-118.28058,34.05203
406196181,CHS HOMECARE,2525 CHERRY AVE,SIGNAL HILL,90755,19,LOS ANGELES,Not Applicable,,Open,09/03/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196181,-118.1677195,33.8028286
406196183,ASSISTED HOME CARE,3731 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,11/13/2000,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196183,-118.30741,34.06174
406196184,"WESTERN STATES HOME HEALTH CARE AGENCY, INC.",301 N PRAIRIE AVE,INGLEWOOD,90301,19,LOS ANGELES,Not Applicable,,Open,11/10/2000,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196184,-118.344,33.96573
406196209,"CHARTER HEALTH CARE GROUP, LLC",970 S VILLAGE OAKS DR,COVINA,91724,19,LOS ANGELES,Not Applicable,,Open,09/27/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196209,-117.863263,34.0716359
406196211,ALOHA HEALTHCARE,428 S ATLANTIC BLVD.,MONTEREY PARK,91754,19,LOS ANGELES,Not Applicable,,Open,05/23/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196211,-118.1342737,34.0571838
406196213,"HORIZON HOME CARE, INC.",2140 W OLYMPIC BLVD,LOS ANGELES,90006,19,LOS ANGELES,Not Applicable,,Open,04/23/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196213,-118.28058,34.05203
406196214,"COMPASSIONATE CARE HOME HEALTH, INC.","2235 NO. LAKE AVENUE, SUITE 209",ALTADENA,91001,19,LOS ANGELES,Not Applicable,,Open,02/23/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196214,-118.131765,34.184268
406196228,"ACE HOME HEALTH, INC.",4055 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,06/15/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196228,-118.31621,34.06172
406196242,"HEALING HANDS HOME HEALTH CARE, INC.",2525 COLORADO BLVD,LOS ANGELES,90041,19,LOS ANGELES,Not Applicable,,Open,06/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196242,-118.2216968,34.141882
406196243,ALLPOINT HOME HEALTH,11340 W OLYMPIC BLVD,LOS ANGELES,90064,19,LOS ANGELES,Not Applicable,,Open,01/14/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196243,-118.44191,34.03771
406196253,RED OAK HOME HEALTH SERVICES,4855 SANTA MONICA BLVD,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,10/19/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196253,-118.29531,34.09088
406196254,"BEVERLY HILLS HOME HEALTH CARE, INC.",292 S LA CIENEGA BLVD,BEVERLY HILLS,90211,19,LOS ANGELES,Not Applicable,,Open,10/19/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196254,-118.37612,34.06285
406196263,"PARTNERS HOME HEALTHCARE, INC.",815 S CENTRAL AVE,GLENDALE,91204,19,LOS ANGELES,Not Applicable,,Open,12/27/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196263,-118.25789,34.13605
406196267,HAVEN HEALTHCARE,2855 TEMPLE AVE,SIGNAL HILL,90755,19,LOS ANGELES,Not Applicable,,Open,11/30/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196267,-118.159064,33.809163
406196272,"PREMIUM HOME HEALTH, INC.",12241 FIRESTONE BLVD,NORWALK,90650,19,LOS ANGELES,Not Applicable,,Open,04/13/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196272,-118.0713841,33.9074917
406196273,AMERICAN HOMECARE HEALTH SERVICES,745 N WHITNALL HWY,BURBANK,91505,19,LOS ANGELES,Not Applicable,,Open,07/13/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196273,-118.34522,34.16381
406196277,"FOUNTAIN HOME HEALTH, INC.",4430 FOUNTAIN AVE,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,02/15/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196277,-118.28615,34.09571
406196279,ST. MARTIN HOSPICE,1925 W TEMPLE ST,LOS ANGELES,90026,19,LOS ANGELES,Not Applicable,,Open,01/24/2002,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196279,-118.2658805,34.0699362
406196286,ALLSTAR HOME HEALTH SERVICES,10900 EAST 183RD ST,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,01/14/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196286,-118.102033,33.8655383
406196293,"NEW BEGINNINGS HOME HEALTH CARE, INC.",5300 SANTA MONICA BLVD,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,04/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196293,-118.3054686,34.0903868
406196295,"NEW HORIZON HOME HEALTH CARE, INC.",815 E COLORADO ST,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,03/21/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196295,-118.24485,34.14269
406196300,"INGLEWOOD HOME HEALTH CARE AGENCY, INC.",101 N. LA BREA AVE.,INGLEWOOD,90301,19,LOS ANGELES,Not Applicable,,Open,09/06/2001,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196300,-118.3537352,33.9634295
406196306,PASADENA HOME HEALTH CARE,3821 E. SIERRA MADRE BLVD.,PASADENA,91107,19,LOS ANGELES,Not Applicable,,Open,05/31/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196306,-118.06994,34.162
406196308,"PRECIOUS HOME HEALTH SERVICES, INC.",18856 AMAR RD.,WALNUT,91789,19,LOS ANGELES,Not Applicable,,Open,04/09/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196308,-117.8899549,34.0288462
406196315,LOS ANGELES HOME HEALTH CARE AGENCY,2741 S ROBERTSON BLVD,LOS ANGELES,90034,19,LOS ANGELES,Not Applicable,,Open,04/23/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196315,-118.38885,34.037119
406196316,MAJESTY HOME HEALTH,18527 ROSCOE BLVD,NORTHRIDGE,91324,19,LOS ANGELES,Not Applicable,,Open,07/08/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196316,-118.5372,34.22076
406196317,"ALWAYS STAY HOME NURSING SERVICE, INC.",11633 HAWTHORNE BLVD,HAWTHORNE,90250,19,LOS ANGELES,Not Applicable,,Open,04/30/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196317,-118.3531507,33.9284909
406196321,"MEDQUEST HEALTH SERVICES, INC.",16025 ARROW HIGHWAY,IRWINDALE,91706,19,LOS ANGELES,Not Applicable,,Open,10/06/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196321,-117.9317194,34.1070782
406196323,"PROFESSIONAL HOME HEALTH SERVICE, INC.","750 TERRADO PLAZA, SUITE 228",COVINA,91723,19,LOS ANGELES,Not Applicable,,Open,06/28/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196323,-117.8891,34.07566
406196324,"EVERGREEN HOME HEALTH, INC.",17215 STUDEBAKER RD.,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,07/02/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196324,-118.1002883,33.8744956
406196325,MED CARE PLUS HOME HEALTH,490 S ROSEMEAD BLVD,PASADENA,91107,19,LOS ANGELES,Not Applicable,,Open,07/10/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196325,-118.073033,34.138308
406196327,"VALLEY HOME HEALTH, INC.",6422 BELLINGHAM AVE,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,,Open,07/22/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196327,-118.3987103,34.1871179
406196328,VITAS HEALTHCARE CORP,1343 N GRAND AVE,COVINA,91724,19,LOS ANGELES,Not Applicable,,Open,09/29/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196328,-117.8727149,34.1041015
406196331,"MONINA HOME HEALTH, INC.",3605 LONG BEACH BLVD,LONG BEACH,90807,19,LOS ANGELES,Not Applicable,,Open,07/11/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196331,-118.18938,33.82274
406196340,"LEMAR HOME HEALTH SERVICES, INC.",750 TERRADO PLAZA,COVINA,91723,19,LOS ANGELES,Not Applicable,,Open,11/01/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196340,-117.8891,34.07566
406196345,HAVEN HOSPICE,2855 TEMPLE AVE,SIGNAL HILL,90755,19,LOS ANGELES,Not Applicable,,Open,12/02/2002,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196345,-118.159164,33.809949
406196347,KINDRED AT HOME-TORRANCE,19191 S VERMONT AVE,TORRANCE,90502,19,LOS ANGELES,Not Applicable,,Open,12/11/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196347,-118.29058,33.85634
406196348,"MISSION HEALTH CARE PROVIDERS, INC.",18631 SHERMAN WAY,RESEDA,91335,19,LOS ANGELES,Not Applicable,,Open,12/13/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196348,-118.53996,34.20121
406196355,ALTA VISTA HEALTH SERVICES,642 S 2ND AVE,COVINA,91723,19,LOS ANGELES,Not Applicable,,Open,04/26/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196355,-117.88732,34.07783
406196357,"ROYAL MAJESTY HOME CARE, INC.",150 W WARDLOW RD,LONG BEACH,90807,19,LOS ANGELES,Not Applicable,,Open,11/24/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196357,-118.1934041,33.8189354
406196358,"HYE NURSES HOME HEALTH, INC",12011 VICTORY BLVD,NO. HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,,Open,09/06/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196358,-118.3947818,34.18700024
406196359,HOME CARE PROMINENCE,5808 MONTEREY RD,LOS ANGELES,90042,19,LOS ANGELES,Not Applicable,,Open,09/12/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196359,-118.18512,34.10412
406196360,"CHARTWELL HOME HEALTH, INC",767 N HILL ST,LOS ANGELES,90012,19,LOS ANGELES,Not Applicable,,Open,06/28/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196360,-118.240043,34.0626697
406196362,"CAMELOT HOME HEALTH AGENCY, INC.",17715 CHATSWORTH ST.,GRANADA HILLS,91344,19,LOS ANGELES,Not Applicable,,Open,06/01/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196362,-118.5203526,34.2649092
406196366,"L.A. FAMILY HOME HEALTH, INC.",1301 W 2ND ST,LOS ANGELES,90026,19,LOS ANGELES,Not Applicable,,Open,12/16/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196366,-118.25833,34.06063
406196369,"CRYSTAL HOME HEALTH CARE, INC.",3939 ATLANTIC AVE,LONG BEACH,90807,19,LOS ANGELES,Not Applicable,,Open,12/26/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196369,-118.185264,33.829667
406196371,"THE HOLY CARE GROUP, INC.","6047 TAMPA AVE., SUITE 201",TARZANA,91356,19,LOS ANGELES,Not Applicable,,Open,11/12/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196371,-118.55359,34.18017
406196374,"FOCUS CARE, INC.",3550 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,01/10/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196374,-118.302312,34.0612308
406196376,"SIERRA HOME HEALTHCARE SERVICES, INC.",1063 N CHICAGO ST,LOS ANGELES,90033,19,LOS ANGELES,Not Applicable,,Open,12/09/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196376,-118.2063274,34.0557629
406196381,"LEGACY HEALTH CARE PROVIDERS, INC.",1272 E CENTER COURT DR,COVINA,91724,19,LOS ANGELES,Not Applicable,,Open,01/07/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196381,-117.86357,34.07276
406196386,"SELECT CARE HOME HEALTH SERVICES, INC.",20201 SHERMAN WAY,WINNETKA,91306,19,LOS ANGELES,Not Applicable,,Open,01/14/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196386,-118.5729989,34.2011563
406196390,"COMFORT HOME HEALTH CARE, INC.",3633 LONG BEACH BLVD,LONG BEACH,90807,19,LOS ANGELES,Not Applicable,,Open,07/12/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196390,-118.18938,33.82334
406196391,"ALLSUPREME HOME CARE, INC.",13110 W WASHINGTON BLVD,CULVER CITY,90066,19,LOS ANGELES,Not Applicable,,Open,09/27/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196391,-118.44104,33.99381
406196393,MC HOME HEALTH SERVICES INC.,18800 AMAR ROAD,WALNUT,91789,19,LOS ANGELES,Not Applicable,,Open,10/18/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196393,-117.8910431,34.0286124
406196398,IMMACULATE HOME HEALTH PROVIDERS,7340 FLORENCE AVENUE,DOWNEY,90240,19,LOS ANGELES,Not Applicable,,Open,09/03/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196398,-118.1414863,33.9592926
406196399,RELY ABLE HOME HEALTH CARE,331 ARDEN AVE,GLENDALE,91203,19,LOS ANGELES,Not Applicable,,Open,09/05/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196399,-118.25941,34.15851
406196408,"HOLY ANGEL HOME HEALTHCARE, INC.",3350 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,10/01/2008,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196408,-118.29607,34.06174
406196411,"GIDDA'S HOME HEALTH SERVICES, INC.",13351 HAWTHORNE BLVD,HAWTHORNE,90250,19,LOS ANGELES,Not Applicable,,Open,02/06/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196411,-118.35278,33.91127
406196412,"BRADBOURNE HEALTHCARE, INC",16029 ARROW HIGHWAY,IRWINDALE,91706,19,LOS ANGELES,Not Applicable,,Open,02/22/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196412,-117.9313057,34.1070782
406196413,"COMPREHENSIVE HEALTH CARE, INC.",3540 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,02/22/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196413,-118.301498,34.061761
406196417,"CARING LIKE FAMILY, INC",4223 GLENCOE AVE,MARINA DEL REY,90292,19,LOS ANGELES,Not Applicable,,Open,10/20/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196417,-118.44091,33.98782
406196419,PROVIDENCE TRINITYCARE HOSPICE-CERRITOS-BRANCH,17315 STUDEBAKER ROAD,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,05/31/2006,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196419,-118.099964,33.873678
406196425,"PROVIDENT HOME HEALTH, INC.",725 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,02/25/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196425,-118.24594,34.14634
406196438,"MEDCARE HOME HEALTH SERVICES, INC.","14621 TITUS STREET, SUITE 203",PANORAMA CITY,91402,19,LOS ANGELES,Not Applicable,,Open,03/15/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196438,-118.451875,34.219837
406196441,"ATHENA HOME HEALTH SERVICES, INC.",512 E WILSON AVE,GLENDALE,91206,19,LOS ANGELES,Not Applicable,,Open,03/03/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196441,-118.249252,34.1479164
406196446,"LOS ANGELES HOSPICE, INC. - WILSHIRE - PARENT",3807 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,03/31/2003,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196446,-118.30948,34.06172
406196449,"GOLDEN AGE HOME HEALTHCARE, INC.",9029 RESEDA BLVD,NORTHRIDGE,91324,19,LOS ANGELES,Not Applicable,,Open,07/31/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196449,-118.5361,34.23412
406196451,AMERICAN PRIVATE DUTY,"13111 VENTURA BLVD., SUITE 100",STUDIO CITY,91604,19,LOS ANGELES,Not Applicable,,Suspense,03/24/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196451,-118.418542,34.146087
406196454,"INTERNATIONAL HOME HEALTH CARE, INC.",3660 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,04/16/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196454,-118.30494,34.0617
406196457,ALL CARE HOSPICE,"100 W. BROADWAY AVENUE, SUITE 810",GLENDALE,91210,19,LOS ANGELES,Not Applicable,,Open,04/28/2003,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196457,-118.255318,34.146163
406196460,"AMITY HOME HEALTH, INC.",17042 DEVONSHIRE ST,NORTHRIDGE,91325,19,LOS ANGELES,Not Applicable,,Open,05/09/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196460,-118.503694,34.257418
406196465,GRANDCARE HOME HEALTH SERVICES,2555 E COLORADO BLVD,PASADENA,91107,19,LOS ANGELES,Not Applicable,,Open,01/31/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196465,-118.0984717,34.1461268
406196466,"GENTLE HANDS, INC.",18331 GRIDLEY RD,CERRITOS,90701,19,LOS ANGELES,Not Applicable,,Open,02/01/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196466,-118.09108,33.8648
406196469,"INFINITY HOME CARE PROVIDERS, INC.","9300 FLAIR DRIVE, SUITE 388",EL MONTE,91731,19,LOS ANGELES,Not Applicable,,Open,05/22/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196469,-118.065866,34.071771
406196471,"HOLLYWOOD HEALTH SERVICES, INC.",2117 LAKE AVE,ALTADENA,91001,19,LOS ANGELES,Not Applicable,,Open,11/30/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196471,-118.132063,34.18226813
406196473,"HIGHMARK HOME HEALTH, INC.",2707 E VALLEY BLVD,WEST COVINA,91792,19,LOS ANGELES,Not Applicable,,Open,04/28/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196473,-117.8868972,34.0033234
406196474,"RIGHTCARE HOME HEALTH SERVICES, INC.",600 W BROADWAY,GLENDALE,91204,19,LOS ANGELES,Not Applicable,,Open,07/23/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196474,-118.2675892,34.1467563
406196475,"CONCORD HOME HEALTH CARE, INC.",424 N LAKE AVE,PASADENA,91101,19,LOS ANGELES,Not Applicable,,Open,04/15/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196475,-118.13237,34.153303
406196476,"BLUE STAR HOME HEALTH, INC.",20953 DEVONSHIRE ST,CHATSWORTH,91311,19,LOS ANGELES,Not Applicable,,Open,04/09/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196476,-118.5904998,34.2576337
406196477,"HOME CARE EXCELLENCE HEALTH SERVICES, INC.",10900  183RD ST,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,04/07/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196477,-118.10198,33.86553
406196479,"CARE CENTER HOME HEALTH, INC.",14762 BEACH BLVD,LA MIRADA,90638,19,LOS ANGELES,Not Applicable,,Open,05/05/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196479,-117.986459,33.897168
406196480,"SMART CARE LINK, INC.",2525 E COLORADO BLVD,PASADENA,91107,19,LOS ANGELES,Not Applicable,,Open,05/01/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196480,-118.0981,34.14613
406196484,"TRUE CARE HOME HEALTH AGENCY, INC.",1755 HUNTINGTON DR,DUARTE,91010,19,LOS ANGELES,Not Applicable,,Open,06/14/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196484,-117.966908,34.139954
406196485,HOME REHABILITATION HEALTH CARE AGENCY,323 N PRAIRIE AVE,INGLEWOOD,90301,19,LOS ANGELES,Not Applicable,,Open,05/28/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196485,-118.3440316,33.9661095
406196492,"RODAN HOME HEALTH SERVICES, INC.",2542 W 3RD ST,LOS ANGELES,90057,19,LOS ANGELES,Not Applicable,,Open,03/01/2003,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196492,-118.277633,34.065284
406196493,"FIRST CHOICE HOME HEALTH SERVICES, INC.",11829  SOUTH ST,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,08/20/2002,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196493,-118.08122,33.85851
406196494,"LA HOMECARE PROVIDER, INC.",1117 VIA VERDE,SAN DIMAS,91773,19,LOS ANGELES,Not Applicable,,Open,11/24/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196494,-117.8291067,34.0740461
406196496,AMERICARE WEST HOME HEALTH SERVICES,12440 FIRESTONE BLVD,NORWALK,90650,19,LOS ANGELES,Not Applicable,,Open,05/28/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196496,-118.06847,33.90543
406196525,ASSISTED HEALTHCARE SERVICES - PARENT,16909 PARTHENIA STREET,NORTH HILLS,91343,19,LOS ANGELES,Not Applicable,,Open,03/16/2004,,,http://gis.oshpd.ca.gov/atlas/places/facility/406196525,-117.88645,34.08021
406196533,ACCREDITED HOME HEALTH SERVICES,10801 NATIONAL BLVD,LOS ANGELES,90064,19,LOS ANGELES,Not Applicable,,Open,01/04/2004,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196533,-118.420348,34.0312294
406196535,ST. ANTHONY HOSPICE,"512 E. WILSON, SUITE 208",GLENDALE,91206,19,LOS ANGELES,Not Applicable,,Open,10/16/2001,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196535,-118.24994,34.14805
406196549,HOSPICE OF PRESBYTERIAN,10736 VALLEY VIEW AVENUE,WHITTIER,90604,19,LOS ANGELES,Not Applicable,,Open,04/07/2004,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196549,-118.02221,33.93489
406196558,ZIBA HOSPICE - TORRANCE,21151 S WESTERN AVE,TORRANCE,90501,19,LOS ANGELES,Not Applicable,,Open,11/10/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196558,-118.30927,33.83699
